,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total,year,age
2850,Ekaterina Ivanova Avramova,TUR,female,1991-11-12,1.8,69.0,aquatics,0,0,0,0,1991,25
2851,Ekaterina Karsten,BLR,female,1972-06-02,1.85,81.0,rowing,0,0,0,0,1972,44
2852,Ekaterina Khilko,UZB,female,1982-03-25,1.63,50.0,gymnastics,0,0,0,0,1982,34
2853,Ekaterina Korshunova,RUS,female,1988-05-24,1.61,69.0,shooting,0,0,0,0,1988,28
2854,Ekaterina Kosianenko,RUS,female,1990-02-02,1.78,64.0,volleyball,0,0,0,0,1990,26
2855,Ekaterina Levina,ISR,female,1997-02-01,1.68,52.0,gymnastics,0,0,0,0,1997,19
2856,Ekaterina Lisunova,RUS,female,1989-10-06,1.75,64.0,aquatics,0,0,1,1,1989,27
2857,Ekaterina Makarova,RUS,female,1988-06-07,1.8,67.0,tennis,1,0,0,1,1988,28
2858,Ekaterina Marennikova,RUS,female,1982-04-29,1.76,70.0,handball,1,0,0,1,1982,34
2859,Ekaterina Petukhova,RUS,female,1996-06-16,1.63,48.0,aquatics,0,0,0,0,1996,20
2860,Ekaterina Poplavskaya,BLR,female,1987-05-07,1.69,61.0,athletics,0,0,0,0,1987,29
2861,Ekaterina Prokofyeva,RUS,female,1991-03-13,1.76,70.0,aquatics,0,0,1,1,1991,25
2862,Ekaterina Rabaya,RUS,female,1993-11-06,1.58,60.0,shooting,0,0,0,0,1993,23
2863,Ekaterina Tunguskova,UZB,female,1988-05-10,1.625,61.5,athletics,0,0,0,0,1988,28
2864,Ekaterina Valkova,RUS,female,1991-05-17,1.67,63.0,judo,0,0,0,0,1991,25
2865,Ekaterina Volkova,FIN,female,1997-07-02,1.68,48.0,gymnastics,0,0,0,0,1997,19
2866,Ekaterina Voronina,UZB,female,1992-02-16,1.73,65.0,athletics,0,0,0,0,1992,24
2867,Ekaterini Stefanidi,GRE,female,1990-02-04,1.73,59.0,athletics,1,0,0,1,1990,26
2868,Ekenechukwu Ibekwe,NGR,male,1985-07-19,2.1,100.0,basketball,0,0,0,0,1985,31
2869,Eko Yuli Irawan,INA,male,1989-07-24,1.54,62.0,weightlifting,0,1,0,1,1989,27
2870,El Hadi Laameche,ALG,male,1990-03-05,1.65,60.0,athletics,0,0,0,0,1990,26
2871,El Hassan Elabbassi,BRN,male,1984-04-13,1.71,61.0,athletics,0,0,0,0,1984,32
2872,El Mahadi Messaoudi,MAR,male,1990-02-12,1.68,59.0,wrestling,0,0,0,0,1990,26
2873,Elaheh Ahmadi,IRI,female,1982-05-31,1.6,62.0,shooting,0,0,0,0,1982,34
2874,Elaine Thompson,JAM,female,1992-06-28,1.67,57.0,athletics,2,1,0,3,1992,24
2875,Eldar Memisevic,QAT,male,1992-06-21,1.78,77.0,handball,0,0,0,0,1992,24
2876,Elder Torres,HON,male,1995-04-14,1.76,69.0,football,0,0,0,0,1995,21
2877,Eldred Henry,IVB,male,1994-09-18,1.76,95.0,athletics,0,0,0,0,1994,22
2878,Elea Mariama Diarra,FRA,female,1990-03-08,1.76,56.0,athletics,0,0,0,0,1990,26
2879,Eleanor Bezzina,MLT,female,1977-03-25,1.54,56.0,shooting,0,0,0,0,1977,39
2880,Eleanor Harvey,CAN,female,1995-01-14,1.72,56.0,fencing,0,0,0,0,1995,21
2881,Eleanor Logan,USA,female,1987-12-27,1.88,86.0,rowing,1,0,0,1,1987,29
2882,Eleanor Patterson,AUS,female,1996-05-22,1.82,65.0,athletics,0,0,0,0,1996,20
2883,Eleanor Watton,GBR,female,1989-06-10,1.67,64.0,hockey,0,0,0,0,1989,27
2884,Eleftherios Petrounias,GRE,male,1990-11-30,1.64,62.0,gymnastics,1,0,0,1,1990,26
2885,Elena Allen,GBR,female,1972-07-12,1.69,68.0,shooting,0,0,0,0,1972,44
2886,Elena Aniushina,RUS,female,1993-12-08,1.7,63.0,canoe,0,0,0,0,1993,23
2887,Elena Berta,ITA,female,1992-07-15,1.71,58.0,sailing,0,0,0,0,1992,24
2888,Elena Cecchini,ITA,female,1992-05-25,1.68,55.0,cycling,0,0,0,0,1992,24
2889,Elena Delle Donne,USA,female,1989-09-05,1.95,86.0,basketball,1,0,0,1,1989,27
2890,Elena Ezhova,RUS,female,1977-08-14,1.78,69.0,volleyball,0,0,0,0,1977,39
2891,Elena Galiabovitch,AUS,female,1989-11-13,1.77,60.0,shooting,0,0,0,0,1989,27
2892,Elena Lopez,ESP,female,1994-10-04,1.69,51.0,gymnastics,0,1,0,1,1994,22
2893,Elena Maria Bonfanti,ITA,female,1988-07-09,1.72,52.0,athletics,0,0,0,0,1988,28
2894,Elena Panturoiu,ROU,female,1995-02-24,1.7,57.0,athletics,0,0,0,0,1995,21
2895,Elena Potapenko,KAZ,female,1993-04-20,1.65,53.0,modern pentathlon,0,0,0,0,1993,23
2896,Elena Prokofyeva,RUS,female,1994-08-02,1.69,54.0,aquatics,1,0,0,1,1994,22
2897,Elena Sergey Pirozhkova,USA,female,1986-10-13,1.68,71.0,wrestling,0,0,0,0,1986,30
2898,Elena Vesnina,RUS,female,1986-08-01,1.76,66.0,tennis,1,0,0,1,1986,30
2899,Elena Wassen,GER,female,2000-11-01,1.74,63.0,aquatics,0,0,0,0,2000,16
2900,Elena-Lavinia Tarlea,ROU,female,1993-05-11,1.82,76.0,rowing,0,0,0,0,1993,23
2901,Eleni Artymata,CYP,female,1986-05-16,1.77,62.0,athletics,0,0,0,0,1986,30
2902,Eleni Doika,GRE,female,1995-11-15,1.7,55.0,gymnastics,0,0,0,0,1995,21
2903,Eleonora Giorgi,ITA,female,1989-09-14,1.62,52.0,athletics,0,0,0,0,1989,27
2904,Eleonora Lo Bianco,ITA,female,1979-12-22,1.71,67.0,volleyball,0,0,0,0,1979,37
2905,Eli Dershwitz,USA,male,1995-09-23,1.86,77.0,fencing,0,0,0,0,1995,21
2906,Elia Viviani,ITA,male,1989-02-07,1.77,70.0,cycling,1,0,0,1,1989,27
2907,Eliane Martins,BRA,female,1986-05-26,1.6,49.0,athletics,0,0,0,0,1986,30
2908,Eliane Saholinirina,MAD,female,1982-03-20,1.54,46.0,athletics,0,0,0,0,1982,34
2909,Elias Eliseo Emigdio Abarca,MEX,male,1991-06-13,1.65,66.5,boxing,0,0,0,0,1991,25
2910,Elias Malave,VEN,male,1989-10-26,1.8,87.0,archery,0,0,0,0,1989,27
2911,Elie Konki,FRA,male,1992-04-06,1.7,75.5,boxing,0,0,0,0,1992,24
2912,Eliecith Palacios,COL,female,1987-09-15,1.7,64.0,athletics,0,0,0,0,1987,29
2913,Elif Jale Yesilirmak,TUR,female,1986-07-30,1.64,58.0,wrestling,0,0,0,0,1986,30
2914,Elijah Motonei Manangoi,KEN,male,1993-01-05,1.85,62.0,athletics,0,0,0,0,1993,23
2915,Elin Johansson,SWE,female,1990-08-05,1.76,67.0,taekwondo,0,0,0,0,1990,26
2916,Elin Rubensson,SWE,female,1993-05-11,1.66,59.0,football,0,1,0,1,1993,23
2917,Elina Mikhina,KAZ,female,1994-07-16,1.7,55.0,athletics,0,0,0,0,1994,22
2918,Elina Svitolina,UKR,female,1994-09-12,1.74,60.0,tennis,0,0,0,0,1994,22
2919,Elinah Phillip,IVB,female,2000-04-03,1.64,50.0,aquatics,0,0,0,0,2000,16
2920,Elinor Barker,GBR,female,1994-09-07,1.68,56.0,cycling,1,0,0,1,1994,22
2921,Elios Manzi,ITA,male,1996-03-28,1.55,60.0,judo,0,0,0,0,1996,20
2922,Elis Guri,BUL,male,1983-07-06,1.89,100.0,wrestling,0,0,0,0,1983,33
2923,Elis Ligtlee,NED,female,1994-06-28,1.85,90.0,cycling,1,0,0,1,1994,22
2924,Elisa Bozzo,ITA,female,1987-05-08,1.7,59.0,aquatics,0,0,0,0,1987,29
2925,Elisa Longo Borghini,ITA,female,1991-12-10,1.7,59.0,cycling,0,0,1,1,1991,25
2926,Elisa Meneghini,ITA,female,1997-07-24,1.5,42.0,gymnastics,0,0,0,0,1997,19
2927,Elisa Queirolo,ITA,female,1991-03-06,1.68,61.0,aquatics,0,1,0,1,1991,25
2928,Elisa Rigaudo,ITA,female,1980-06-17,1.68,53.0,athletics,0,0,0,0,1980,36
2929,Elisa Vania Ravololoniaina,MAD,female,1992-02-24,1.65,62.0,weightlifting,0,0,0,0,1992,24
2930,Elisa di Francisca,ITA,female,1982-12-12,1.77,65.0,fencing,0,1,0,1,1982,34
2931,Elisabet Martinez,ESP,female,1988-06-13,1.67,73.0,rugby sevens,0,0,0,0,1988,28
2932,Elisabeth Baldauf,AUT,female,1990-08-03,1.75,62.0,badminton,0,0,0,0,1990,26
2933,Elisabeth Mandaba,CAF,female,1989-06-07,1.33,53.0,athletics,0,0,0,0,1989,27
2934,Elisabeth Seitz,GER,female,1993-11-04,1.61,57.0,gymnastics,0,0,0,0,1993,23
2935,Elisavet Pesiridou,GRE,female,1992-02-12,1.75,58.0,athletics,0,0,0,0,1992,24
2936,Elisbet Games,CUB,female,1997-01-17,1.63,57.0,aquatics,0,0,0,0,1997,19
2937,Elise Bussaglia,FRA,female,1985-09-24,1.63,54.0,football,0,0,0,0,1985,31
2938,Elise Kellond-Knight,AUS,female,1990-08-10,1.65,60.0,football,0,0,0,0,1990,26
2939,Eliska Klucinova,CZE,female,1988-04-14,1.78,70.0,athletics,0,0,0,0,1988,28
2940,Elissa Downie,GBR,female,1999-07-20,1.58,58.0,gymnastics,0,0,0,0,1999,17
2941,Elitsa Atanasova Yankova,BUL,female,1994-09-18,1.51,48.0,wrestling,0,0,1,1,1994,22
2942,Eliud Kipchoge,KEN,male,1984-11-05,1.67,57.0,athletics,1,0,0,1,1984,32
2943,Eliza Buceschi,ROU,female,1993-08-01,1.78,70.0,handball,0,0,0,0,1993,23
2944,Eliza McCartney,NZL,female,1996-12-11,1.79,66.0,athletics,0,0,1,1,1996,20
2945,Elizabet Chavez,ESP,female,1990-11-17,1.92,81.0,handball,0,0,0,0,1990,26
2946,Elizabeta Samara,ROU,female,1989-04-15,1.71,56.0,table tennis,0,0,0,0,1989,27
2947,Elizabeth Armitstead,GBR,female,1988-12-18,1.68,55.0,cycling,0,0,0,0,1988,28
2948,Elizabeth Beisel,USA,female,1992-08-18,1.68,63.0,aquatics,0,0,0,0,1992,24
2949,Elizabeth Bravo,ECU,female,1987-01-30,1.6,49.0,triathlon,0,0,0,0,1987,29
2950,Elizabeth Cambage,AUS,female,1991-08-18,2.03,98.0,basketball,0,0,0,0,1991,25
2951,Elizabeth Cui,NZL,female,1997-08-12,1.59,58.0,aquatics,0,0,0,0,1997,19
2952,Elizabeth Gleadle,CAN,female,1988-12-05,1.85,79.0,athletics,0,0,0,0,1988,28
2953,Elizabeth Gunson,NZL,female,1989-07-09,1.62,62.0,hockey,0,0,0,0,1989,27
2954,Elizabeth Keddell,NZL,female,1994-01-31,1.69,67.0,hockey,0,0,0,0,1994,22
2955,Elizabeth Madden,USA,female,1963-11-20,1.68,63.0,equestrian,0,1,0,1,1963,53
2956,Elizabeth Pinedo,ESP,female,1981-05-13,1.75,68.0,handball,0,0,0,0,1981,35
2957,Elizabeth Thompson,NZL,female,1994-12-08,1.75,71.0,hockey,0,0,0,0,1994,22
2958,Elizabeth Yin,SIN,female,1991-08-08,1.67,70.0,sailing,0,0,0,0,1991,25
2959,Elizbar Odikadze,GEO,male,1989-06-14,1.87,105.0,wrestling,0,0,0,0,1989,27
2960,Elke Karsten,ARG,female,1995-05-15,1.75,65.0,handball,0,0,0,0,1995,21
2961,Elke Vanhoof,BEL,female,1991-12-16,1.63,60.0,cycling,0,0,0,0,1991,25
2962,Ella Nelson,AUS,female,1994-05-10,1.69,58.0,athletics,0,0,0,0,1994,22
2963,Ella Nicholas,COK,female,1990-12-15,1.6,62.0,canoe,0,0,0,0,1990,26
2964,Ellen Hogerwerf,NED,female,1989-02-10,1.83,72.0,rowing,0,0,0,0,1989,27
2965,Ellen Hoog,NED,female,1986-03-25,1.64,54.0,hockey,0,1,0,1,1986,30
2966,Ellen Sprunger,SUI,female,1986-08-05,1.72,62.0,athletics,0,0,0,0,1986,30
2967,Ellen Tomek,USA,female,1984-05-01,1.78,72.0,rowing,0,0,0,0,1984,32
2968,Ellen van Dijk,NED,female,1987-02-11,1.82,71.0,cycling,0,0,0,0,1987,29
2969,Ellia Green,AUS,female,1993-02-20,1.72,75.0,rugby sevens,1,0,0,1,1993,23
2970,Ellie Carpenter,AUS,female,2000-04-28,1.65,60.0,football,0,0,0,0,2000,16
2971,Ellie Faulkner,GBR,female,1993-01-05,1.65,68.0,aquatics,0,0,0,0,1993,23
2972,Elliot Giles,GBR,male,1994-05-26,1.83,77.0,athletics,0,0,0,0,1994,22
2973,Elliot van Strydonck,BEL,male,1988-07-21,1.85,75.0,hockey,0,1,0,1,1988,28
2974,Ellis Oreilly,IRL,female,1998-02-23,1.64,63.0,gymnastics,0,0,0,0,1998,18
2975,Elmar Gasimov,AZE,male,1990-11-02,1.88,100.0,judo,0,1,0,1,1990,26
2976,Elmira Syzdykova,KAZ,female,1992-02-05,1.72,69.0,wrestling,0,0,1,1,1992,24
2977,Elmo Jankari,FIN,male,1992-10-13,1.6600000000000001,64.0,equestrian,0,0,0,0,1992,24
2978,Elmurat Tasmuradov,UZB,male,1991-12-12,1.6,59.0,wrestling,0,0,1,1,1991,25
2979,Elodie Clouvel,FRA,female,1989-01-14,1.82,69.0,modern pentathlon,0,1,0,1,1989,27
2980,Elodie Guiglion,FRA,female,1990-01-28,1.66,63.0,rugby sevens,0,0,0,0,1990,26
2981,Elodie Ravera-Scaramozzino,FRA,female,1995-09-19,1.77,70.0,rowing,0,0,0,0,1995,21
2982,Elodie Thomis,FRA,female,1986-08-13,1.68,60.0,football,0,0,0,0,1986,30
2983,Eloi Imaniraguha,RWA,male,1995-01-01,1.7,56.0,aquatics,0,0,0,0,1995,21
2984,Eloise Wellings,AUS,female,1982-11-09,1.72,52.0,athletics,0,0,0,0,1982,34
2985,Elroy Gelant,RSA,male,1986-08-25,1.75,61.0,athletics,0,0,0,0,1986,30
2986,Els Rens,BEL,female,1983-02-19,1.6,51.0,athletics,0,0,0,0,1983,33
2987,Elsa Baquerizo McMillan,ESP,female,1987-06-25,1.81,68.0,volleyball,0,0,0,0,1987,29
2988,Elsabeth Black,CAN,female,1995-09-08,1.55,56.0,gymnastics,0,0,0,0,1995,21
2989,Elshod Rasulov,UZB,male,1986-03-07,1.84,55.0,boxing,0,0,0,0,1986,30
2990,Elsie Uwamahoro,BDI,female,1988-10-23,1.65,54.0,aquatics,0,0,0,0,1988,28
2991,Elson Brechtefeld,NRU,male,1994-03-02,1.55,56.0,weightlifting,0,0,0,0,1994,22
2992,Elvin Mamishzada,AZE,male,1991-12-17,1.65,65.5,boxing,0,0,0,0,1991,25
2993,Elvin Mursaliyev,AZE,male,1988-08-17,1.78,75.0,wrestling,0,0,0,0,1988,28
2994,Elvina Karimova,RUS,female,1994-03-25,1.66,62.0,aquatics,0,0,1,1,1994,22
2995,Elvismar Rodriguez,VEN,female,1997-02-14,1.78,70.0,judo,0,0,0,0,1997,19
2996,Elyane Boal,CPV,female,1998-04-26,1.7,58.0,gymnastics,0,0,0,0,1998,18
2997,Ema Ramusovic,MNE,female,1996-11-28,1.83,78.0,handball,0,0,0,0,1996,20
2998,Emanuel Andrade,VEN,male,1996-09-11,1.89,76.0,equestrian,0,0,0,0,1996,20
2999,Emanuel Buchmann,GER,male,1992-11-18,1.81,61.0,cycling,0,0,0,0,1992,24
3000,Emanuel Silva,POR,male,1985-12-04,1.86,87.0,canoe,0,0,0,0,1985,31
3001,Emanuele Birarelli,ITA,male,1981-02-08,2.02,95.0,volleyball,0,1,0,1,1981,35
3002,Emanuele Gaudiano,ITA,male,1986-06-30,1.75,70.0,equestrian,0,0,0,0,1986,30
3003,Emanuele Liuzzi,ITA,male,1990-12-22,1.91,85.0,rowing,0,0,0,0,1990,26
3004,Emanuelle Lima,BRA,female,1996-05-03,1.67,55.0,gymnastics,0,0,0,0,1996,20
3005,Emel Dereli,TUR,female,1996-02-25,1.81,110.0,athletics,0,0,0,0,1996,20
3006,Emelda Piata Zessi,CMR,female,1997-04-08,1.9,65.0,volleyball,0,0,0,0,1997,19
3007,Emelie Lundberg,SWE,female,1993-03-10,1.73,74.0,football,0,0,0,0,1993,23
3008,Emerric Kpegba,TOG,male,1999-05-29,1.775,77.0,aquatics,0,0,0,0,1999,17
3009,Emerson Duarte,BRA,male,1971-10-18,1.82,80.0,shooting,0,0,0,0,1971,45
3010,Emese Szasz,HUN,female,1982-09-07,1.76,71.0,fencing,1,0,0,1,1982,34
3011,Emi Nishikori,JPN,female,1993-01-09,1.6,53.0,hockey,0,0,0,0,1993,23
3012,Emil Larsen,DEN,male,1991-06-22,1.83,79.0,football,0,0,0,0,1991,25
3013,Emil Milev,USA,male,1968-05-02,1.78,83.0,shooting,0,0,0,0,1968,48
3014,Emilce Sosa,ARG,female,1987-09-11,1.77,72.0,volleyball,0,0,0,0,1987,29
3015,Emilee Cherry,AUS,female,1992-11-02,1.68,70.0,rugby sevens,1,0,0,1,1992,24
3016,Emilia Alina Vuc,ROU,female,1993-10-04,1.54,50.0,wrestling,0,0,0,0,1993,23
3017,Emilia Ankiewicz,POL,female,1990-11-22,1.78,64.0,athletics,0,0,0,0,1990,26
3018,Emilia Appelqvist,SWE,female,1990-02-11,1.68,65.0,football,0,1,0,1,1990,26
3019,Emilia Fahlin,SWE,female,1988-10-24,1.76,62.0,cycling,0,0,0,0,1988,28
